index,Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles,Year,Month,Day,Location,Region,Is_northeast,Is_midwest,Is_territory,Is_south,Is_west,EV_Density,Days_Since_First_Record,Quarter,County_EV_Mean,State_EV_Mean,Vehicle_Size_Bin,EV_Percent_Bin,BEV_in_West,Winter_EV,EV_Growth_Rate,Market_Growth_Rate,EV_Z_Score,BEV_Percentage,PHEV_Percentage,EV_to_NonEV_Ratio,Dominant_EV_Type,West_BEV
471,2024-06-30,Whatcom,WA,Passenger,3369,1214,4583,147804,152387,3.007474390860113,2024,6,30,"Whatcom, WA",West,0,0,0,0,1,0.030074743908601126,2707,2,0.865287094227188,0.49610926478863887,Large,High,3369,0,1.192822966507177,-0.0011339800734136984,-0.13835583653141142,2.21,0.8,0.031007279911233795,BEV,1
472,2018-07-31,Multnomah,OR,Passenger,3,4,7,824,831,0.842358604091456,2018,7,31,"Multnomah, OR",West,0,0,0,0,1,0.00842358604091456,546,3,0.8830331947107172,1.8125706992340245,Small,Low,3,0,-0.36363636363636365,0.07642487046632129,-0.34346753355373605,0.36,0.48,0.00849514563106796,PHEV,0
473,2022-12-31,Moore,NC,Passenger,0,1,1,128,129,0.7751937984496124,2022,12,31,"Moore, NC",South,0,0,0,1,0,0.007751937984496124,2160,4,0.7599383657554526,5.916470008427661,Small,Low,,1,0.0,-0.2543352601156069,-0.34983037444638576,0.0,0.78,0.0078125,PHEV,0
474,2017-06-30,Palm Beach,FL,Passenger,0,2,2,100,102,1.96078431372549,2017,6,30,"Palm Beach, FL",South,0,0,0,1,0,0.0196078431372549,150,2,2.9954042059069255,3.039365731673768,Small,Medium,,0,0.0,0.10869565217391308,-0.2375137565325046,0.0,1.96,0.02,PHEV,0
475,2023-02-28,New Haven,CT,Passenger,0,2,2,28,30,6.666666666666666,2023,2,28,"New Haven, CT",Northeast,1,0,0,0,0,0.06666666666666667,2219,1,7.355078360240421,5.193312938314269,Tiny,Very High,,2,0.0,-0.3877551020408163,0.20829681918720855,0.0,6.67,0.07142857142857142,PHEV,0
476,2019-03-31,Oldham,KY,Passenger,0,1,1,5,6,16.666666666666664,2019,3,31,"Oldham, KY",South,0,0,0,1,0,0.16666666666666666,789,1,17.916666666666664,7.411205959467548,Tiny,Very High,,0,0.0,0.19999999999999996,1.1556442925915988,0.0,16.67,0.2,PHEV,0
477,2017-09-30,Yakima,WA,Truck,0,0,0,57695,57695,0.0,2017,9,30,"Yakima, WA",West,0,0,0,0,1,0.0,242,3,0.1577805286491515,0.49610926478863887,Large,,0,0,-1.0,-0.6562110820457512,-0.4232681630823851,0.0,0.0,0.0,Equal,0
478,2017-09-30,Island,WA,Truck,0,0,0,20552,20552,0.0,2017,9,30,"Island, WA",West,0,0,0,0,1,0.0,242,3,0.8481750077775286,0.49610926478863887,Large,,0,0,,-0.02249702734839476,-0.4232681630823851,0.0,0.0,0.0,Equal,0
479,2019-11-30,Lewis,WA,Truck,0,0,0,26108,26108,0.0,2019,11,30,"Lewis, WA",West,0,0,0,0,1,0.0,1033,4,1.0942069427617291,0.49610926478863887,Large,,0,0,-1.0,-0.5615785054575986,-0.4232681630823851,0.0,0.0,0.0,Equal,0
480,2019-03-31,Lincoln,WA,Truck,0,0,0,4681,4681,0.0,2019,3,31,"Lincoln, WA",West,0,0,0,0,1,0.0,789,1,0.8609884068601248,0.49610926478863887,Medium,,0,0,,0.004075504075504055,-0.4232681630823851,0.0,0.0,0.0,Equal,0
481,2020-12-31,Garfield,WA,Truck,0,0,0,994,994,0.0,2020,12,31,"Garfield, WA",West,0,0,0,0,1,0.0,1430,4,0.7355328302422363,0.49610926478863887,Small,,0,0,,0.03219106957424711,-0.4232681630823851,0.0,0.0,0.0,Equal,0
482,2020-10-31,Portsmouth,VA,Passenger,0,1,1,70,71,1.408450704225352,2020,10,31,"Portsmouth, VA",South,0,0,0,1,0,0.014084507042253521,1369,4,1.3393835619418688,9.696117221277873,Tiny,Medium,,0,0.0,-0.06578947368421051,-0.28983894147613287,0.0,1.41,0.014285714285714285,PHEV,0
483,2018-02-28,Juneau,AK,Passenger,0,1,1,45,46,2.1739130434782608,2018,2,28,"Juneau, AK",West,0,0,0,0,1,0.021739130434782608,393,1,2.810864981177271,1.718784728330176,Tiny,High,0,1,0.0,-0.0980392156862745,-0.21732306016838712,0.0,2.17,0.022222222222222223,PHEV,0
484,2021-09-30,Albemarle,VA,Passenger,2,0,2,26,28,7.142857142857143,2021,9,30,"Albemarle, VA",South,0,0,0,1,0,0.07142857142857142,1703,3,7.101901204385676,9.696117221277873,Tiny,Very High,,0,-0.33333333333333337,0.21739130434782616,0.25340860363503676,7.14,0.0,0.07692307692307693,BEV,0
485,2023-10-31,Goochland,VA,Passenger,3,2,5,78,83,6.024096385542169,2023,10,31,"Goochland, VA",South,0,0,0,1,0,0.060240963855421686,2464,4,2.2715440545980985,9.696117221277873,Tiny,Very High,,0,1.5,0.16901408450704225,0.14742308595640444,3.61,2.41,0.0641025641025641,BEV,0
486,2020-09-30,Alexandria,VA,Passenger,3,0,3,134,137,2.18978102189781,2020,9,30,"Alexandria, VA",South,0,0,0,1,0,0.021897810218978103,1338,3,2.315788789965814,9.696117221277873,Small,High,,0,0.0,0.5054945054945055,-0.21581981124200758,2.19,0.0,0.022388059701492536,BEV,0
487,2020-11-30,Albemarle,VA,Passenger,1,0,1,26,27,3.703703703703704,2020,11,30,"Albemarle, VA",South,0,0,0,1,0,0.037037037037037035,1399,4,7.101901204385676,9.696117221277873,Tiny,High,,0,-0.5,-0.0357142857142857,-0.07239872848816631,3.7,0.0,0.038461538461538464,BEV,0
488,2017-01-31,Kittitas,WA,Truck,0,0,0,13415,13415,0.0,2017,1,31,"Kittitas, WA",West,0,0,0,0,1,0.0,0,1,0.5641342677644992,0.49610926478863887,Large,,0,0,-1.0,-0.5457931267987134,-0.4232681630823851,0.0,0.0,0.0,Equal,0
489,2023-06-30,Clark,WA,Truck,97,0,97,81350,81447,0.1190958537453804,2023,6,30,"Clark, WA",West,0,0,0,0,1,0.0011909585374538043,2341,2,1.1197993183969857,0.49610926478863887,Large,Low,97,0,inf,0.007820330384210816,-0.4119856474685225,0.12,0.0,0.001192378610940381,BEV,1
490,2022-10-31,Chesterfield,VA,Passenger,1,0,1,42,43,2.325581395348837,2022,10,31,"Chesterfield, VA",South,0,0,0,1,0,0.023255813953488372,2099,4,2.606734309255079,9.696117221277873,Tiny,High,,0,0.0,0.023809523809523725,-0.2029547971743873,2.33,0.0,0.023809523809523808,BEV,0
491,2022-11-30,Pulaski,AR,Passenger,3,0,3,37,40,7.5,2022,11,30,"Pulaski, AR",South,0,0,0,1,0,0.075,2129,4,2.928847828199527,36.22036662168241,Tiny,Very High,,0,2.0,0.6000000000000001,0.2872424419709078,7.5,0.0,0.08108108108108109,BEV,0
492,2021-02-28,Penobscot,ME,Passenger,0,2,2,11,13,15.384615384615383,2021,2,28,"Penobscot, ME",Northeast,1,0,0,0,0,0.15384615384615385,1489,1,14.008935251195313,14.008935251195313,Tiny,Very High,,2,0.0,0.4444444444444444,1.0341894883089848,0.0,15.38,0.18181818181818182,PHEV,0
493,2020-12-31,Hamilton,IN,Passenger,2,0,2,39,41,4.878048780487805,2020,12,31,"Hamilton, IN",Midwest,0,1,0,0,0,0.04878048780487805,1430,4,5.404810568560579,12.310058629381292,Tiny,High,,2,,,0.038852555651463956,4.88,0.0,0.05128205128205128,BEV,0
494,2021-03-31,Washington,MD,Passenger,1,0,1,10,11,9.090909090909092,2021,3,31,"Washington, MD",South,0,0,0,1,0,0.09090909090909091,1520,1,20.973468523440637,2.4788927006453108,Tiny,Very High,,0,-0.5,-0.15384615384615385,0.4379568127397882,9.09,0.0,0.1,BEV,0
495,2020-09-30,Jefferson,WA,Passenger,258,149,407,24706,25113,1.6206745510293472,2020,9,30,"Jefferson, WA",West,0,0,0,0,1,0.016206745510293472,1338,3,3.8775385909493782,0.49610926478863887,Large,Medium,258,0,inf,1.665074816937281,-0.2697339689695403,1.03,0.59,0.01647373107747106,BEV,1
497,2023-04-30,Kent,DE,Passenger,1,0,1,52,53,1.8867924528301887,2023,4,30,"Kent, DE",South,0,0,0,1,0,0.018867924528301886,2280,2,4.873492247683583,3.5585989159816154,Tiny,Medium,,0,,,-0.24452335677966985,1.89,0.0,0.019230769230769232,BEV,0
498,2024-08-31,Duval,FL,Passenger,2,1,3,200,203,1.477832512315271,2024,8,31,"Duval, FL",South,0,0,0,1,0,0.014778325123152709,2769,3,0.99645569532835,3.039365731673768,Small,Medium,,0,2.0,2.9038461538461537,-0.28326607341671156,0.99,0.49,0.015,BEV,0
499,2022-02-28,Montgomery,AL,Passenger,2,0,2,38,40,5.0,2022,2,28,"Montgomery, AL",South,0,0,0,1,0,0.05,1854,1,3.3845748428094966,6.95297512928859,Tiny,High,,2,1.0,0.0,0.05040557361981019,5.0,0.0,0.05263157894736842,BEV,0
500,2024-05-31,Hardin,KY,Truck,1,0,1,17,18,5.555555555555556,2024,5,31,"Hardin, KY",South,0,0,0,1,0,0.05555555555555555,2677,2,2.2577349672043483,7.411205959467548,Tiny,Very High,,0,0.0,-0.8434782608695652,0.10303598880894306,5.56,0.0,0.058823529411764705,BEV,0
501,2024-11-30,King,WA,Truck,1991,2,1993,167883,169876,1.1732086933998915,2024,11,30,"King, WA",West,0,0,0,0,1,0.011732086933998917,2860,4,1.6152032027595458,0.49610926478863887,Large,Medium,1991,0,-0.9358297379097174,-0.8812207948213621,-0.3121245339355397,1.17,0.0,0.011871362794327002,BEV,1
502,2018-01-31,Benton,WA,Truck,0,0,0,40705,40705,0.0,2018,1,31,"Benton, WA",West,0,0,0,0,1,0.0,365,1,0.4998395910713274,0.49610926478863887,Large,,0,0,-1.0,-0.6934448946393337,-0.4232681630823851,0.0,0.0,0.0,Equal,0
503,2021-08-31,Clallam,WA,Passenger,350,217,567,50467,51034,1.1110240232002193,2021,8,31,"Clallam, WA",West,0,0,0,0,1,0.011110240232002194,1673,3,0.5565622682291842,0.49610926478863887,Large,Medium,350,0,30.5,1.3558140608410656,-0.3180155829553542,0.69,0.43,0.011235064497592486,BEV,1
504,2020-12-31,Skamania,WA,Passenger,33,22,55,8342,8397,0.6549958318447064,2020,12,31,"Skamania, WA",West,0,0,0,0,1,0.0065499583184470645,1430,4,0.539136912495246,0.49610926478863887,Medium,Low,33,55,inf,1.1003001500750376,-0.36121729844353606,0.39,0.26,0.006593143131143611,BEV,1
505,2021-04-30,Collin,TX,Passenger,2,1,3,132,135,2.2222222222222223,2021,4,30,"Collin, TX",South,0,0,0,1,0,0.022222222222222223,1550,2,3.67001315147906,4.399044782974192,Small,High,,0,-0.4,0.7763157894736843,-0.21274650232585382,1.48,0.74,0.022727272727272728,BEV,0
506,2017-01-31,Orleans,LA,Passenger,0,1,1,53,54,1.851851851851852,2017,1,31,"Orleans, LA",South,0,0,0,1,0,0.018518518518518517,0,1,2.072883475519923,6.628517658433736,Tiny,Medium,,1,,,-0.2478334457852757,0.0,1.85,0.018867924528301886,PHEV,0
507,2024-01-31,Orange,FL,Passenger,5,0,5,64,69,7.246376811594201,2024,1,31,"Orange, FL",South,0,0,0,1,0,0.07246376811594203,2556,1,5.612539592285521,3.039365731673768,Tiny,Very High,,5,4.0,-0.5964912280701755,0.2632155132976079,7.25,0.0,0.078125,BEV,0
508,2018-07-31,Lee,AL,Passenger,1,0,1,37,38,2.631578947368421,2018,7,31,"Lee, AL",South,0,0,0,1,0,0.02631578947368421,546,3,3.3677836584917467,6.95297512928859,Tiny,High,,0,0.0,1.7142857142857144,-0.17396619639701916,2.63,0.0,0.02702702702702703,BEV,0
509,2020-05-31,Whatcom,WA,Passenger,1060,494,1554,149172,150726,1.0310099120257952,2020,5,31,"Whatcom, WA",West,0,0,0,0,1,0.01031009912025795,1216,2,0.865287094227188,0.49610926478863887,Large,Medium,1060,0,-0.660920794239581,-0.010899879911016042,-0.32559569956113305,0.7,0.33,0.010417504625532942,BEV,1
510,2024-01-31,Franklin,WA,Passenger,392,169,561,62293,62854,0.8925446272313615,2024,1,31,"Franklin, WA",West,0,0,0,0,1,0.008925446272313616,2556,1,2.843016393011232,0.49610926478863887,Large,Low,392,561,0.26067415730337085,0.008245107475136404,-0.33871317333155565,0.62,0.27,0.00900582730001766,BEV,1
511,2023-06-30,Grays Harbor,WA,Passenger,296,187,483,48305,48788,0.9899975403787816,2023,6,30,"Grays Harbor, WA",West,0,0,0,0,1,0.009899975403787818,2341,2,0.3829308137859151,0.49610926478863887,Large,Low,296,0,0.33795013850415523,-0.01682687463474597,-0.3294809962269451,0.61,0.38,0.009998964910464755,BEV,1
512,2019-09-30,Pacific,WA,Truck,0,0,0,7670,7670,0.0,2019,9,30,"Pacific, WA",West,0,0,0,0,1,0.0,972,3,0.2111266961293342,0.49610926478863887,Medium,,0,0,,-0.016035920461834552,-0.4232681630823851,0.0,0.0,0.0,Equal,0
513,2018-05-31,Tarrant,TX,Passenger,1,0,1,224,225,0.4444444444444444,2018,5,31,"Tarrant, TX",South,0,0,0,1,0,0.0044444444444444444,485,2,1.4386643034159217,4.399044782974192,Small,Low,,0,,,-0.3811638309310788,0.44,0.0,0.004464285714285714,BEV,0
514,2018-11-30,Williamson,TX,Passenger,0,1,1,166,167,0.5988023952095808,2018,11,30,"Williamson, TX",South,0,0,0,1,0,0.005988023952095809,668,4,6.365805018987244,4.399044782974192,Small,Low,,0,-0.6666666666666667,0.4649122807017543,-0.3665407694653557,0.0,0.6,0.006024096385542169,PHEV,0
515,2021-03-31,Leavenworth,KS,Passenger,0,1,1,106,107,0.9345794392523364,2021,3,31,"Leavenworth, KS",Midwest,0,1,0,0,0,0.009345794392523364,1520,1,4.116615318327608,2.4680643360002485,Small,Low,,0,-0.8333333333333334,0.5070422535211268,-0.33473101603524574,0.0,0.93,0.009433962264150943,PHEV,0
516,2018-04-30,Flathead,MT,Passenger,1,0,1,60,61,1.639344262295082,2018,4,30,"Flathead, MT",West,0,0,0,0,1,0.01639344262295082,454,2,1.9623780464444787,2.1368412799528125,Tiny,Medium,1,0,0.0,-0.14084507042253525,-0.267965298589862,1.64,0.0,0.016666666666666666,BEV,1
517,2018-08-31,DuPage,IL,Passenger,1,0,1,59,60,1.6666666666666665,2018,8,31,"DuPage, IL",Midwest,0,1,0,0,0,0.016666666666666666,577,3,6.254865473757462,8.92518638077433,Tiny,Medium,,0,,,-0.26537691751498665,1.67,0.0,0.01694915254237288,BEV,0
518,2024-01-31,Oldham,KY,Passenger,0,1,1,4,5,20.0,2024,1,31,"Oldham, KY",South,0,0,0,1,0,0.2,2556,1,17.916666666666664,7.411205959467548,Tiny,Very High,,1,0.0,-0.16666666666666663,1.471426783726396,0.0,20.0,0.25,PHEV,0
519,2021-08-31,Alameda,CA,Passenger,6,0,6,251,257,2.3346303501945522,2021,8,31,"Alameda, CA",West,0,0,0,0,1,0.023346303501945526,1673,3,1.873655960822359,2.3763470968966462,Small,High,6,0,0.19999999999999996,-0.17628205128205132,-0.2020975467233834,2.33,0.0,0.02390438247011952,BEV,1
520,2020-12-31,Williamson,TX,Passenger,0,2,2,153,155,1.2903225806451613,2020,12,31,"Williamson, TX",South,0,0,0,1,0,0.012903225806451613,1430,4,6.365805018987244,4.399044782974192,Small,Medium,,2,1.0,-0.07185628742514971,-0.3010297794173024,0.0,1.29,0.013071895424836602,PHEV,0
521,2024-01-31,Charleston,SC,Passenger,0,2,2,56,58,3.4482758620689653,2024,1,31,"Charleston, SC",South,0,0,0,1,0,0.034482758620689655,2556,1,2.999104152313958,3.044068324394799,Tiny,High,,2,,,-0.09659662052914697,0.0,3.45,0.03571428571428571,PHEV,0
522,2024-05-31,Lincoln,OR,Passenger,1,0,1,23,24,4.166666666666666,2024,5,31,"Lincoln, OR",West,0,0,0,0,1,0.041666666666666664,2677,2,0.8609884068601248,1.8125706992340245,Tiny,High,1,0,,,-0.02854004916388907,4.17,0.0,0.043478260869565216,BEV,1
523,2023-08-31,Thurston,WA,Truck,70,0,70,53700,53770,0.1301841175376604,2023,8,31,"Thurston, WA",West,0,0,0,0,1,0.001301841175376604,2403,3,0.7381821933671064,0.49610926478863887,Large,Low,70,0,inf,-0.002152692721671623,-0.41093520359971675,0.13,0.0,0.0013035381750465549,BEV,1
524,2018-05-31,King,WA,Truck,7,1,8,183075,183083,0.0043696028577202,2018,5,31,"King, WA",West,0,0,0,0,1,4.369602857720269e-05,485,2,1.6152032027595458,0.49610926478863887,Large,Low,7,0,-0.9959859508278976,0.07774494337045845,-0.4228542098596809,0.0,0.0,4.3697938003550455e-05,BEV,1
525,2021-12-31,Stevens,WA,Passenger,55,44,99,30234,30333,0.3263772129364058,2021,12,31,"Stevens, WA",West,0,0,0,0,1,0.003263772129364059,1795,4,0.15798692465564715,0.49610926478863887,Large,Low,55,99,inf,0.6259112349914238,-0.39234890027717795,0.18,0.15,0.0032744592180988293,BEV,1
526,2022-05-31,Garfield,WA,Passenger,0,3,3,1321,1324,0.2265861027190332,2022,5,31,"Garfield, WA",West,0,0,0,0,1,0.0022658610271903325,1946,2,0.7355328302422363,0.49610926478863887,Medium,Low,0,0,inf,0.33199195171026163,-0.40180258589044265,0.0,0.23,0.002271006813020439,PHEV,0
527,2023-08-31,Tarrant,TX,Passenger,2,0,2,106,108,1.851851851851852,2023,8,31,"Tarrant, TX",South,0,0,0,1,0,0.018518518518518517,2403,3,1.4386643034159217,4.399044782974192,Small,Medium,,0,1.0,-0.52,-0.2478334457852757,1.85,0.0,0.018867924528301886,BEV,0
528,2019-04-30,Wayne,MI,Passenger,0,1,1,70,71,1.408450704225352,2019,4,30,"Wayne, MI",Midwest,0,1,0,0,0,0.014084507042253521,819,2,1.4019300991131978,6.209602956815754,Tiny,Medium,,0,,,-0.28983894147613287,0.0,1.41,0.014285714285714285,PHEV,0
529,2020-09-30,Muskogee,OK,Passenger,0,1,1,2,3,33.33333333333333,2020,9,30,"Muskogee, OK",South,0,0,0,1,0,0.3333333333333333,1338,3,46.666666666666664,11.903036980096413,Tiny,Very High,,0,0.0,0.5,2.734556748265583,0.0,33.33,0.5,PHEV,0
530,2023-07-31,Cook,IL,Passenger,3,2,5,189,194,2.5773195876288657,2023,7,31,"Cook, IL",Midwest,0,1,0,0,0,0.02577319587628866,2372,3,1.4068475475124038,8.92518638077433,Small,High,,0,0.25,-0.10185185185185186,-0.1791064431327999,1.55,1.03,0.026455026455026454,BEV,0
531,2023-03-31,St. Louis,MN,Passenger,0,1,1,8,9,11.111111111111112,2023,3,31,"St. Louis, MN",Midwest,0,1,0,0,0,0.1111111111111111,2250,1,6.333932325492533,5.326059113447683,Tiny,Very High,,0,,,0.6293401407002712,0.0,11.11,0.125,PHEV,0
532,2025-01-31,Lake,IL,Passenger,4,0,4,96,100,4.0,2025,1,31,"Lake, IL",Midwest,0,1,0,0,0,0.04,2922,1,5.764141660025971,8.92518638077433,Tiny,High,,4,,,-0.044329173720628855,4.0,0.0,0.041666666666666664,BEV,0
533,2018-11-30,Sumter,FL,Passenger,0,1,1,10,11,9.090909090909092,2018,11,30,"Sumter, FL",South,0,0,0,1,0,0.09090909090909091,668,4,8.476577186254605,3.039365731673768,Tiny,Very High,,0,,,0.4379568127397882,0.0,9.09,0.1,PHEV,0
534,2021-03-31,Ulster,NY,Passenger,1,0,1,14,15,6.666666666666666,2021,3,31,"Ulster, NY",Northeast,1,0,0,0,0,0.06666666666666667,1520,1,6.568627450980392,6.750273862944342,Tiny,Very High,,0,0.0,-0.0625,0.20829681918720855,6.67,0.0,0.07142857142857142,BEV,0
535,2023-10-31,Whatcom,WA,Passenger,2817,991,3808,147662,151470,2.5140291806958475,2023,10,31,"Whatcom, WA",West,0,0,0,0,1,0.025140291806958474,2464,4,0.865287094227188,0.49610926478863887,Large,High,2817,0,1.4504504504504503,0.004936109231320485,-0.18510224384267296,1.86,0.65,0.025788625374165323,BEV,1
536,2018-05-31,Prince William,VA,Passenger,0,5,5,264,269,1.8587360594795537,2018,5,31,"Prince William, VA",South,0,0,0,1,0,0.01858736059479554,485,2,2.0958213961446375,9.696117221277873,Small,Medium,,0,0.25,0.2339449541284404,-0.24718127211502625,0.0,1.86,0.01893939393939394,PHEV,0
537,2017-12-31,Kent,MI,Passenger,0,1,1,36,37,2.7027027027027026,2017,12,31,"Kent, MI",Midwest,0,1,0,0,0,0.02702702702702703,334,4,4.873492247683583,6.209602956815754,Tiny,High,,1,,,-0.16722830540552278,0.0,2.7,0.027777777777777776,PHEV,0
538,2021-03-31,Alexandria,VA,Passenger,3,0,3,132,135,2.2222222222222223,2021,3,31,"Alexandria, VA",South,0,0,0,1,0,0.022222222222222223,1520,1,2.315788789965814,9.696117221277873,Small,High,,0,0.0,-0.014598540145985384,-0.21274650232585382,2.22,0.0,0.022727272727272728,BEV,0
1080,2020-01-31,Benton,WA,Truck,0,0,0,42540,42540,0.0,2020,1,31,"Benton, WA",West,0,0,0,0,1,0.0,1095,1,0.4998395910713274,0.49610926478863887,Large,,0,0,,0.04508045694632101,-0.4232681630823851,0.0,0.0,0.0,Equal,0
539,2018-10-31,Santa Rosa,FL,Passenger,1,0,1,91,92,1.0869565217391304,2018,10,31,"Santa Rosa, FL",South,0,0,0,1,0,0.010869565217391304,638,4,1.067281148802888,3.039365731673768,Tiny,Medium,,0,,,-0.3202956116253861,1.09,0.0,0.01098901098901099,BEV,0
540,2023-01-31,Sacramento,CA,Truck,1,0,1,40,41,2.4390243902439024,2023,1,31,"Sacramento, CA",West,0,0,0,0,1,0.024390243902439025,2191,1,1.3175269018697098,2.3763470968966462,Tiny,High,1,1,-0.6666666666666667,-0.8305785123966942,-0.19220780371546053,2.44,0.0,0.025,BEV,1
541,2020-03-31,Clallam,WA,Passenger,214,162,376,50637,51013,0.7370670221316135,2020,3,31,"Clallam, WA",West,0,0,0,0,1,0.007370670221316135,1155,1,0.5565622682291842,0.49610926478863887,Large,Low,214,0,-0.33686067019400356,-0.00041149037896304197,-0.35344230496777684,0.42,0.32,0.007425400398917787,BEV,1
542,2021-02-28,Utah,UT,Passenger,0,1,1,143,144,0.6944444444444444,2021,2,28,"Utah, UT",West,0,0,0,0,1,0.006944444444444444,1489,1,0.6891923436041083,3.7192942143877543,Small,Low,0,1,,,-0.357480144095969,0.0,0.69,0.006993006993006993,PHEV,0
543,2020-08-31,Moore,NC,Passenger,0,2,2,167,169,1.1834319526627217,2020,8,31,"Moore, NC",South,0,0,0,1,0,0.011834319526627219,1308,3,0.7599383657554526,5.916470008427661,Small,Medium,,0,1.0,0.31007751937984507,-0.3111560360522797,0.0,1.18,0.011976047904191617,PHEV,0
544,2021-03-31,Lake,FL,Passenger,1,0,1,24,25,4.0,2021,3,31,"Lake, FL",South,0,0,0,1,0,0.04,1520,1,5.764141660025971,3.039365731673768,Tiny,High,,0,0.0,0.08695652173913038,-0.044329173720628855,4.0,0.0,0.041666666666666664,BEV,0
545,2021-09-30,Tom Green,TX,Passenger,0,1,1,19,20,5.0,2021,9,30,"Tom Green, TX",South,0,0,0,1,0,0.05,1703,3,5.560303068595859,4.399044782974192,Tiny,High,,0,,,0.05040557361981019,0.0,5.0,0.05263157894736842,PHEV,0
546,2019-02-28,Franklin,MA,Passenger,0,1,1,2,3,33.33333333333333,2019,2,28,"Franklin, MA",Northeast,1,0,0,0,0,0.3333333333333333,758,1,2.843016393011232,7.985613582835361,Tiny,Very High,,1,0.0,-0.5,2.734556748265583,0.0,33.33,0.5,PHEV,0
547,2018-03-31,Benton,WA,Passenger,176,185,361,130752,131113,0.2753350163599337,2018,3,31,"Benton, WA",West,0,0,0,0,1,0.002753350163599338,424,1,0.4998395910713274,0.49610926478863887,Large,Low,176,0,inf,2.082110954395863,-0.39718436987355105,0.13,0.14,0.0027609520313264806,PHEV,0
548,2025-02-28,Asotin,WA,Truck,5,0,5,6385,6390,0.0782472613458528,2025,2,28,"Asotin, WA",West,0,0,0,0,1,0.000782472613458529,2950,1,0.14128323043148727,0.49610926478863887,Medium,Low,5,5,inf,-0.04369949117030825,-0.4158554285487044,0.08,0.0,0.0007830853563038371,BEV,1
549,2022-07-31,Geary,KS,Passenger,1,0,1,91,92,1.0869565217391304,2022,7,31,"Geary, KS",Midwest,0,1,0,0,0,0.010869565217391304,2007,3,1.9224958689524319,2.4680643360002485,Tiny,Medium,,0,,,-0.3202956116253861,1.09,0.0,0.01098901098901099,BEV,0
550,2020-12-31,Goochland,VA,Passenger,4,3,7,284,291,2.405498281786941,2020,12,31,"Goochland, VA",South,0,0,0,1,0,0.024054982817869417,1430,4,2.2715440545980985,9.696117221277873,Small,High,,7,0.3999999999999999,2.5060240963855422,-0.19538389112943894,1.37,1.03,0.02464788732394366,BEV,0
551,2024-03-31,Kern,CA,Passenger,1,1,2,169,171,1.1695906432748537,2024,3,31,"Kern, CA",West,0,0,0,0,1,0.011695906432748537,2616,1,0.7654963353192488,2.3763470968966462,Small,Medium,1,0,,,-0.3124672890000002,0.58,0.58,0.011834319526627219,Equal,0
552,2022-01-31,Clallam,WA,Truck,1,0,1,22117,22118,0.0045212044488651,2022,1,31,"Clallam, WA",West,0,0,0,0,1,4.5212044488651776e-05,1826,1,0.5565622682291842,0.49610926478863887,Large,Low,1,1,-0.9973404255319149,-0.566424244800345,-0.4228398479212473,0.0,0.0,4.521408871004205e-05,BEV,1
553,2017-05-31,Cowlitz,WA,Truck,0,0,0,27870,27870,0.0,2017,5,31,"Cowlitz, WA",West,0,0,0,0,1,0.0,120,2,0.2902426914752597,0.49610926478863887,Large,,0,0,,-0.03533972517392958,-0.4232681630823851,0.0,0.0,0.0,Equal,0
554,2024-07-31,Whitman,WA,Truck,11,0,11,8590,8601,0.1278921055691198,2024,7,31,"Whitman, WA",West,0,0,0,0,1,0.0012789210556911988,2738,3,0.3348648360325567,0.49610926478863887,Medium,Low,11,0,inf,0.020890207715133613,-0.4111523367744577,0.13,0.0,0.001280558789289872,BEV,1
555,2017-08-31,Kittitas,WA,Truck,0,0,0,13613,13613,0.0,2017,8,31,"Kittitas, WA",West,0,0,0,0,1,0.0,212,3,0.5641342677644992,0.49610926478863887,Large,,0,0,,0.014759597465523688,-0.4232681630823851,0.0,0.0,0.0,Equal,0
556,2019-06-30,Grays Harbor,WA,Passenger,73,83,156,47911,48067,0.3245469864980131,2019,6,30,"Grays Harbor, WA",West,0,0,0,0,1,0.0032454698649801317,880,2,0.3829308137859151,0.49610926478863887,Large,Low,73,0,-0.6770186335403727,-0.014778224153480402,-0.3925222863163949,0.15,0.17,0.003256037235707875,PHEV,0
